Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1999,6,14,1,1715,1715,1810,1815,WN,1593,N504,55,60,44,-5,0,LAS,PHX,256,3,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,2,3,858,830,1012,945,WN,611,N374,74,75,61,27,28,LAX,PHX,370,6,7,0,NA,0,NA,NA,NA,NA,NA
1999,6,2,3,817,819,946,946,HP,2621,N326AW,209,207,190,0,-2,MSP,PHX,1276,6,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,1015,1015,1123,1125,WN,198,N626,68,70,59,-2,0,ONT,PHX,325,3,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,3,4,1649,1650,1932,1920,HP,2429,N187AW,163,150,147,12,-1,PDX,PHX,1009,6,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,6,7,1200,1200,1304,1305,WN,521,N521,64,65,51,-1,0,SAN,PHX,304,6,7,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,1719,1719,1920,1910,HP,2808,N626AW,121,111,96,10,0,SFO,PHX,651,5,20,0,NA,0,NA,NA,NA,NA,NA
1999,6,22,2,655,655,727,725,WN,1359,N62,92,90,70,2,0,SLC,PHX,507,2,20,0,NA,0,NA,NA,NA,NA,NA
1999,6,21,1,1534,1525,1656,1645,WN,1423,N665,202,200,171,11,9,STL,PHX,1262,4,27,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,647,650,822,827,US,501,N939VJ,95,97,73,-5,-3,ATL,PIT,526,10,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,6,7,1207,1210,1257,1303,US,75,N812US,50,53,33,-6,-3,BWI,PIT,210,9,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,28,1,1506,1435,1620,1530,US,415,N977VJ,74,55,38,50,31,DAY,PIT,215,19,17,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,1504,1444,1623,1600,US,1249,N894US,79,76,61,23,20,EWR,PIT,319,3,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,9,3,601,607,705,710,US,658,N934VJ,64,63,52,-5,-6,LEX,PIT,289,7,5,0,NA,0,NA,NA,NA,NA,NA
1999,6,18,5,1618,1320,1912,1630,NW,1064,N760NW,114,130,91,162,178,MSP,PIT,726,4,19,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,1553,1535,1712,1642,US,1759,N710UW,79,67,47,30,18,PHL,PIT,267,6,26,0,NA,0,NA,NA,NA,NA,NA
1999,6,21,1,1348,1340,1455,1448,US,1548,N396US,67,68,58,7,8,SDF,PIT,335,6,3,0,NA,0,NA,NA,NA,NA,NA
1999,6,4,5,1743,1730,1746,1735,DL,1621,N997DL,63,65,46,11,13,ATL,PNS,272,4,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,1249,1250,1348,1357,US,2658,N241US,59,67,45,-9,-1,BWI,PVD,328,5,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,24,4,1105,1105,1352,1350,WN,1289,N661,167,165,147,2,0,MCO,PVD,1073,2,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,9,3,1325,1325,1440,1442,US,1762,N395US,75,77,59,-2,0,PHL,PWM,365,2,14,0,NA,0,NA,NA,NA,NA,NA
1999,6,26,6,1107,1050,1150,1136,US,2243,N228US,43,46,30,14,17,CLT,RDU,130,4,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,746,715,926,853,US,1460,N936VJ,100,98,78,33,31,LGA,RDU,431,2,20,0,NA,0,NA,NA,NA,NA,NA
1999,6,24,4,905,905,1012,1014,US,1931,N863US,67,69,54,-2,0,PIT,RDU,328,3,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,7,1,1327,1329,1435,1445,US,471,N868US,68,76,53,-10,-2,LGA,RIC,292,3,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,52,56,203,208,HP,2532,N328AW,71,72,49,-5,-4,LAS,RNO,345,4,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,1147,1142,1321,1318,AS,622,N953AS,94,96,74,3,5,SEA,RNO,564,2,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,30,3,2222,2200,2332,2253,US,1732,N959VJ,70,53,43,39,22,PIT,ROA,219,7,20,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,NA,1345,NA,1458,US,1222,UNKNOW,NA,73,NA,NA,NA,PHL,ROC,257,0,0,1,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,920,920,1232,1209,NW,1110,N322US,192,169,145,23,0,DTW,RSW,1085,3,44,0,NA,0,NA,NA,NA,NA,NA
1999,6,24,4,804,804,858,853,AA,557,N287AA,174,169,159,5,0,DFW,SAN,1171,3,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,13,7,214,2320,309,22,HP,2309,N167AW,55,62,42,167,174,LAS,SAN,258,3,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,1,2,1211,1152,1445,1358,UA,477,N569UA,274,246,226,47,19,ORD,SAN,1723,3,45,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,940,940,1125,1129,US,89,N625AU,285,289,271,-4,0,PIT,SAN,2106,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,18,5,1820,1820,1935,1941,AA,405,N450AA,75,81,62,-6,0,SJC,SAN,417,2,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,14,1,1235,1150,1359,1301,DL,376,N2815W,144,131,118,58,45,ATL,SAT,874,6,20,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,636,635,730,729,AA,1850,N508AA,54,54,43,1,1,DFW,SAT,247,2,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,1544,1534,1632,1627,CO,629,N12507,48,53,33,5,10,IAH,SAT,191,2,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,1,2,1031,1010,1359,1356,DL,1705,N951WP,148,166,129,3,21,SLC,SAT,1086,3,16,0,NA,0,NA,NA,NA,NA,NA
1999,6,30,3,2026,2016,2138,2122,AS,147,N743AS,72,66,59,16,10,FAI,SCC,373,3,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,1452,1455,1649,1705,DL,2409,N321DL,117,130,99,-16,-3,MCO,SDF,718,6,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,25,5,1015,1009,1440,1431,AS,88,N713AS,205,202,189,9,6,ANC,SEA,1449,6,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,17,4,1719,1719,1940,1939,AS,567,N953AS,141,140,125,1,0,BUR,SEA,937,3,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,26,6,1250,1220,1418,1405,NW,265,N549US,268,285,246,13,30,DTW,SEA,1927,5,17,0,NA,0,NA,NA,NA,NA,NA
1999,6,4,5,2028,2029,2306,2310,CO,1458,N70353,278,281,254,-4,-1,IAH,SEA,1874,6,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,22,2,628,630,912,859,AS,423,N950AS,164,149,147,13,-2,LAX,SEA,954,5,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,20,7,1710,1703,1859,1847,AS,413,N763AS,109,104,95,12,7,OAK,SEA,671,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,18,5,1715,1715,1807,1803,AS,477,N931AS,52,48,31,4,0,PDX,SEA,129,6,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,1100,1100,1347,1338,AS,571,N976AS,167,158,152,9,0,SAN,SEA,1050,7,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,11,5,725,725,915,927,AS,379,N776AS,110,122,96,-12,0,SJC,SEA,697,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,20,7,1511,1454,2055,2039,AS,102,N939AS,284,285,254,16,17,ANC,SFO,2018,11,19,0,NA,0,NA,NA,NA,NA,NA
1999,6,2,3,1835,1820,2000,1929,UA,2224,N391UA,85,69,72,31,15,BUR,SFO,326,4,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,30,3,NA,1711,NA,1844,AA,367,UNKNOW,NA,213,NA,NA,NA,DFW,SFO,1464,0,0,1,NA,0,NA,NA,NA,NA,NA
1999,6,9,3,1519,1520,1855,1830,UA,75,N527UA,396,370,359,25,-1,EWR,SFO,2565,4,33,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,1702,1700,1935,2004,AA,45,N127AA,333,364,306,-29,2,JFK,SFO,2586,4,23,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,2303,2140,27,2303,DL,807,N693DL,84,83,59,84,83,LAX,SFO,337,8,17,0,NA,0,NA,NA,NA,NA,NA
1999,6,28,1,1815,0,1921,0,UA,2062,N392UA,66,72,51,-6,0,LAX,SFO,337,3,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,1654,0,1759,0,UA,2402,N925UA,65,73,54,-14,-6,ONT,SFO,363,3,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,1,2,845,809,1052,959,UA,2257,N385UA,127,110,112,53,36,PDX,SFO,550,3,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,1156,1150,1409,1404,US,69,N621AU,313,314,290,5,6,PIT,SFO,2254,11,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,9,3,1800,1800,1920,1920,WN,1761,N675,80,80,65,0,0,SAN,SFO,447,5,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,22,2,1137,1140,1215,1237,DL,1639,N512DA,98,117,77,-22,-3,SLC,SFO,599,8,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,30,3,2030,2030,2214,2212,TW,483,N491SA,104,102,69,2,0,STL,SHV,476,4,31,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,NA,810,NA,933,AA,1521,UNKNOW,NA,203,NA,NA,NA,DFW,SJC,1438,0,0,1,NA,0,NA,NA,NA,NA,NA
1999,6,21,1,1030,1010,1128,1110,WN,1672,N300,58,60,45,18,20,LAX,SJC,308,3,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,1,2,747,747,941,952,HP,2284,N315AW,114,125,89,-11,0,PHX,SJC,621,4,21,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,1000,1000,1205,1203,AS,480,N934AS,125,123,96,2,0,SEA,SJC,697,4,25,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1600,1600,1951,1952,AA,1751,N705AA,231,232,193,-1,0,EWR,SJU,1608,5,33,0,NA,0,NA,NA,NA,NA,NA
1999,6,28,1,1032,1033,1602,1614,AA,1574,N5EHAA,270,281,249,-12,-1,ORD,SJU,2072,6,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,25,5,803,805,907,907,DL,628,N297WA,64,62,46,0,-2,BOI,SLC,291,7,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,27,7,2141,0,2257,0,UA,2821,N393UA,76,79,63,-2,1,DEN,SLC,391,4,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,21,1,1812,1755,2121,2113,DL,1425,N116DL,309,318,264,8,17,JFK,SLC,1989,8,37,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,630,635,753,756,DL,943,N518DA,83,81,61,-3,-5,MSO,SLC,436,8,14,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,1100,1100,1340,1345,WN,1589,N673,100,105,83,-5,0,PDX,SLC,630,2,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,12,6,1221,1220,1512,1515,DL,985,N139DL,111,115,92,-3,1,SEA,SLC,689,6,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,1500,1500,1708,1705,WN,1771,N744,188,185,169,3,0,STL,SLC,1156,7,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1338,0,1456,0,UA,2504,N931UA,78,82,53,-6,-2,LAX,SMF,373,3,22,0,NA,0,NA,NA,NA,NA,NA
1999,6,21,1,803,732,1003,933,HP,2763,N165AW,120,121,100,30,31,PHX,SMF,647,5,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,27,7,923,925,1046,1044,HP,372,N334AW,83,79,66,2,-2,SNA,SMF,404,6,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1130,1134,1235,1236,HP,735,N334AW,65,62,42,-1,-4,LAS,SNA,226,6,17,0,NA,0,NA,NA,NA,NA,NA
1999,6,24,4,1854,1841,2017,1954,HP,663,N323AW,83,73,53,23,13,PHX,SNA,338,21,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,1714,1715,1834,1838,HP,377,N306AW,80,83,65,-4,-1,SMF,SNA,404,4,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,958,1000,1028,1039,TW,59,N9401W,90,99,70,-11,-2,ATL,STL,483,10,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1153,1155,1302,1312,TW,645,N9413T,129,137,112,-10,-2,BWI,STL,737,7,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,1103,705,1115,730,TW,793,N909TW,72,85,56,225,238,CMH,STL,410,4,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,1921,1840,2208,2132,UA,1430,N7462U,107,112,93,36,41,DEN,STL,770,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,23,3,1835,1838,1924,1920,TW,351,N9407R,109,102,86,4,-3,DTW,STL,440,10,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,1850,1850,2103,2055,WN,1885,N612,133,125,123,8,0,HOU,STL,687,4,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,25,5,640,640,747,752,TW,591,N405EA,127,132,111,-5,0,JAX,STL,753,7,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,23,3,1732,1630,1902,1740,WN,492,N370,90,70,80,82,62,LIT,STL,296,4,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,1425,1425,1521,1525,WN,197,N374,56,60,43,-4,0,MDW,STL,251,2,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,11,5,1239,1135,1428,1311,NW,595,N616NW,109,96,82,77,64,MSP,STL,449,12,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,1,2,1248,1235,1348,1345,WN,589,N655,60,70,51,3,13,OMA,STL,342,2,7,0,NA,0,NA,NA,NA,NA,NA
1999,6,28,1,1443,1445,1555,1610,TW,87,N928TW,132,145,114,-15,-2,PHL,STL,813,10,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,10,4,649,655,804,808,TW,647,N996Z,135,133,114,-4,-6,RIC,STL,715,8,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,46,40,621,624,TW,202,N9629H,215,224,201,-3,6,SFO,STL,1736,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,21,1,815,815,943,940,WN,1137,N375,148,145,129,3,0,TPA,STL,869,7,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,17,4,1507,1510,1653,1656,DL,1022,N380DL,106,106,71,-3,-3,CVG,SYR,527,5,30,0,NA,0,NA,NA,NA,NA,NA
1999,6,9,3,1734,1740,1821,1833,US,718,N982VJ,47,53,35,-12,-6,PIT,TOL,201,4,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,22,2,1746,1740,2009,1958,US,2707,N283AU,143,138,127,11,6,BWI,TPA,842,3,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1940,1930,2320,2255,DL,930,N2810W,160,145,115,25,10,DFW,TPA,929,5,40,0,NA,0,NA,NA,NA,NA,NA
1999,6,7,1,1548,1536,1857,1835,CO,1664,N35832,129,119,104,22,12,IAH,TPA,787,4,21,0,NA,0,NA,NA,NA,NA,NA
1999,6,25,5,1350,1235,1612,1515,WN,898,N510,82,100,70,57,75,MSY,TPA,487,2,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,929,930,1014,1017,US,525,N862US,45,47,31,-3,-1,CLT,TRI,120,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,1312,1305,1359,1355,WN,571,N96,47,50,36,4,7,MCI,TUL,223,3,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,2026,2031,2041,2043,AA,1639,N512AA,135,132,111,-2,-5,DFW,TUS,813,5,19,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,1835,1835,1917,1915,HP,2440,N802AW,42,40,23,2,0,PHX,TUS,110,3,16,0,NA,0,NA,NA,NA,NA,NA
1999,6,20,7,1740,1726,1800,1744,AS,64,N746AS,20,18,8,16,14,PSG,WRG,31,4,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,24,4,NA,0,NA,0,UA,2031,UNKNOW,NA,NA,NA,NA,NA,SFO,LAX,337,0,0,1,NA,0,NA,NA,NA,NA,NA
1999,6,30,3,2200,2200,2315,2310,WN,782,N710,75,70,53,5,0,SJC,LAX,308,13,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,4,5,2200,2125,2300,2240,WN,944,N705,60,75,51,20,35,SMF,LAX,373,2,7,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,1550,1545,1645,1645,WN,235,N130,55,60,47,0,5,DAL,LBB,293,2,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,1515,1500,1724,1712,DL,996,N975DL,129,132,105,12,15,ATL,LGA,761,9,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1549,1552,1711,1716,CO,1740,N12318,82,84,59,-5,-3,CLE,LGA,418,8,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,24,4,1630,1630,1728,1729,DL,1760,N414DA,58,59,41,-1,0,DCA,LGA,214,3,14,0,NA,0,NA,NA,NA,NA,NA
1999,6,11,5,1029,1025,1211,1203,NW,524,N315US,102,98,75,8,4,DTW,LGA,501,10,17,0,NA,0,NA,NA,NA,NA,NA
1999,6,8,2,656,700,1123,1117,CO,1962,N24706,207,197,183,6,-4,IAH,LGA,1416,9,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,4,5,1056,1055,1346,1348,AA,1194,N460AA,170,173,150,-2,1,MIA,LGA,1097,4,16,0,NA,0,NA,NA,NA,NA,NA
1999,6,21,1,1700,0,2013,0,UA,676,N568UA,133,121,95,12,0,ORD,LGA,733,9,29,0,NA,0,NA,NA,NA,NA,NA
1999,6,27,7,1342,1315,1452,1427,US,469,N225US,70,72,58,25,27,RIC,LGA,292,6,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1209,1210,1226,1238,DL,1691,N402DA,77,88,63,-12,-1,ATL,LIT,453,3,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,4,5,2222,2140,34,2353,UA,1432,N338UA,72,73,57,41,42,DEN,LNK,423,4,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,23,3,1208,1210,1249,1256,NW,1202,N913RW,41,46,24,-7,-2,DTW,MBS,98,4,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,18,5,NA,746,NA,925,US,1749,UNKNOW,NA,159,NA,NA,NA,DCA,MCI,950,0,0,1,NA,0,NA,NA,NA,NA,NA
1999,6,18,5,2020,2024,2200,2217,CO,1208,N14347,100,113,86,-17,-4,IAH,MCI,643,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,17,4,838,840,956,1002,NW,1035,N8957E,78,82,64,-6,-2,MEM,MCI,392,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,920,850,1400,1325,HP,2590,N311AW,160,155,129,35,30,PHX,MCI,1044,8,23,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,1248,1155,1350,1300,WN,1236,N668,62,65,46,50,53,STL,MCI,237,4,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,25,5,1250,1231,1535,1517,US,2711,N251AU,165,166,147,18,19,BDL,MCO,1050,7,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,645,645,855,855,WN,1050,N659,130,130,112,0,0,BWI,MCO,787,2,16,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,2101,1950,37,2321,DL,669,N134DL,156,151,122,76,71,DFW,MCO,984,4,30,0,NA,0,NA,NA,NA,NA,NA
1999,6,10,4,1720,1715,1804,1805,WN,1276,N501,44,50,36,-1,5,FLL,MCO,178,2,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,22,2,1530,1530,1800,1811,DL,587,N503DA,150,161,128,-11,0,JFK,MCO,944,5,17,0,NA,0,NA,NA,NA,NA,NA
1999,6,18,5,712,705,809,800,AA,404,N079AA,57,55,34,9,7,MIA,MCO,193,4,19,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,958,945,1220,1203,US,1926,N373US,142,138,121,17,13,PHL,MCO,861,3,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,17,4,1929,1915,2247,2240,TW,264,N701TW,138,145,111,7,14,STL,MCO,880,9,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,7,1,1405,1405,1544,1545,WN,945,N651,99,100,85,-1,0,BHM,MDW,570,6,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,1322,1310,1327,1315,WN,1648,N398,65,65,54,12,12,CLE,MDW,307,1,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,1845,1845,2054,2120,WN,246,N709,129,155,120,-26,0,HOU,MDW,937,4,5,0,NA,0,NA,NA,NA,NA,NA
1999,6,17,4,1727,1700,1853,1830,WN,1415,N615,146,150,132,23,27,MHT,MDW,838,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,11,5,630,630,725,725,WN,820,N354,55,55,44,0,0,STL,MDW,251,4,7,0,NA,0,NA,NA,NA,NA,NA
1999,6,26,6,637,630,807,745,NW,1035,N614NW,90,75,67,22,7,BTR,MEM,319,5,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,3,4,1848,1710,2053,1905,NW,793,N675MC,185,175,134,108,98,EWR,MEM,946,9,42,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1757,1800,1912,1931,NW,941,N8978E,135,151,122,-19,-3,MIA,MEM,860,3,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,755,750,804,803,NW,1769,N751NW,69,73,53,1,5,SDF,MEM,320,10,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,16,3,1016,1020,1125,1136,US,2740,N265AU,69,76,55,-11,-4,BWI,MHT,377,4,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,27,7,2019,1950,2224,2147,AA,1145,N730AA,125,117,81,37,29,ATL,MIA,595,6,38,0,NA,0,NA,NA,NA,NA,NA
1999,6,2,3,1004,915,1250,1139,DL,561,N617DL,166,144,132,71,49,CVG,MIA,948,10,24,0,NA,0,NA,NA,NA,NA,NA
1999,6,30,3,1218,1215,1558,1505,NW,999,N720RC,220,170,173,53,3,DTW,MIA,1145,5,42,0,NA,0,NA,NA,NA,NA,NA
1999,6,28,1,729,735,1020,1022,TW,187,N908TW,171,167,152,-2,-6,JFK,MIA,1090,5,14,0,NA,0,NA,NA,NA,NA,NA
1999,6,4,5,839,839,1245,1239,AA,562,N876AA,186,180,149,6,0,ORD,MIA,1197,4,33,0,NA,0,NA,NA,NA,NA,NA
1999,6,11,5,1130,1125,1430,1402,AA,1550,N5DWAA,180,157,134,28,5,SJU,MIA,1045,25,21,0,NA,0,NA,NA,NA,NA,NA
1999,6,28,1,2024,2025,2207,2204,NW,952,N759NW,103,99,87,3,-1,MEM,MKE,556,5,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,24,4,1210,1210,1321,1313,DL,1223,N900DE,71,63,58,8,0,HSV,MLU,337,5,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,12,6,NA,0,NA,0,UA,1581,UNKNOW,NA,NA,NA,NA,NA,ORD,MSN,109,0,0,1,NA,0,NA,NA,NA,NA,NA
1999,6,13,7,1053,1057,1349,1405,NW,1048,N314RC,116,128,102,-16,-4,BIL,MSP,748,5,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,23,3,848,825,1023,1015,NW,837,N921RW,155,170,142,8,23,CLT,MSP,930,3,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,25,5,1717,0,2008,0,UA,1208,N996UA,111,108,93,112,109,DEN,MSP,680,5,13,0,NA,0,NA,NA,NA,NA,NA
1999,6,30,3,1340,1330,1426,1428,NW,761,N671MC,106,118,90,-2,10,DTW,MSP,528,4,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,2,3,637,640,738,749,NW,1283,N964N,61,69,50,-11,-3,GRB,MSP,252,3,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,27,7,33,35,549,603,NW,300,N527US,196,208,175,-14,-2,LAX,MSP,1536,4,17,0,NA,0,NA,NA,NA,NA,NA
1999,6,30,3,727,730,944,954,NW,585,N364NW,197,204,179,-10,-3,MCO,MSP,1310,2,16,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,1854,1840,2013,1954,NW,1299,N332NW,79,74,67,19,14,MSN,MSP,228,5,7,0,NA,0,NA,NA,NA,NA,NA
1999,6,19,6,1856,1900,2042,2042,NW,145,N8944E,106,102,64,0,-4,ORD,MSP,334,4,38,0,NA,0,NA,NA,NA,NA,NA
1999,6,11,5,1230,1204,1756,1709,HP,2752,N302AW,206,185,183,47,26,PHX,MSP,1276,8,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,17,4,59,100,613,604,NW,148,N330NW,194,184,164,9,-1,SEA,MSP,1399,20,10,0,NA,0,NA,NA,NA,NA,NA
1999,6,3,4,1726,1730,1858,1917,NW,600,N775NC,92,107,68,-19,-4,STL,MSP,449,12,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,15,2,1640,1620,1816,1740,WN,772,N667,96,80,83,36,20,BNA,MSY,471,4,9,0,NA,0,NA,NA,NA,NA,NA
1999,6,12,6,723,720,911,936,CO,1833,N17644,168,196,142,-25,3,EWR,MSY,1167,4,22,0,NA,0,NA,NA,NA,NA,NA
1999,6,26,6,1756,1757,1903,1903,CO,1631,N76355,67,66,48,0,-1,IAH,MSY,305,5,14,0,NA,0,NA,NA,NA,NA,NA
1999,6,2,3,1402,1400,1524,1531,US,474,N830US,142,151,127,-7,2,PIT,MSY,918,3,12,0,NA,0,NA,NA,NA,NA,NA
1999,6,25,5,1708,1620,1817,1725,WN,1092,N523,69,65,49,52,48,BUR,OAK,325,9,11,0,NA,0,NA,NA,NA,NA,NA
1999,6,25,5,1520,0,1628,0,UA,2536,N373UA,68,75,51,-2,5,LAX,OAK,337,2,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,17,4,2022,2005,2129,2110,WN,641,N718,67,65,55,19,17,ONT,OAK,361,4,8,0,NA,0,NA,NA,NA,NA,NA
1999,6,2,3,1935,1935,2020,2025,WN,1429,N318,45,50,36,-5,0,RNO,OAK,180,3,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,5,6,1514,1517,1629,1635,AS,413,N705AS,75,78,63,-6,-3,SNA,OAK,371,6,6,0,NA,0,NA,NA,NA,NA,NA
1999,6,4,5,1224,1225,1455,1451,UA,1632,N991UA,91,86,72,4,-1,DEN,OKC,495,3,16,0,NA,0,NA,NA,NA,NA,NA
1999,6,18,5,1412,1410,1543,1538,TW,603,N9615W,91,88,70,5,2,STL,OKC,462,3,18,0,NA,0,NA,NA,NA,NA,NA
1999,6,29,2,1102,1105,1203,1211,NW,1061,N763NC,61,66,44,-8,-3,MSP,OMA,282,2,15,0,NA,0,NA,NA,NA,NA,NA
